'BU_CODE';'V01_Strategievariant'
'BU06060702';
'BU06060703';
'BU06060704';
'BU06060705';
'BU06060706';
'BU06060707';
'BU06060801';
'BU06060802';
'BU06060803';
'BU06060901';
'BU06060902';
'BU06060903';
'BU06060904';
'BU06060905';
'BU06060906';
'BU06060907';
'BU06060908';
'BU06060909';
'BU06100101';
'BU06100102';
'BU06100103';
'BU06100104';
'BU06100105';
'BU06100106';
'BU06100107';
'BU06100108';
'BU06100109';
'BU06100201';
'BU06100202';
'BU06100203';
'BU06100204';
'BU06100205';
'BU06100206';
'BU06100207';
'BU06100208';
'BU06100209';
'BU06100210';
'BU06100211';
'BU06100301';
'BU06100302';
'BU06100303';
'BU06100304';
'BU06100305';
'BU06100306';
'BU06100307';
'BU06100401';
'BU06100402';
'BU06100403';
'BU06100404';
'BU06100405';
'BU06100406';
'BU06130101';
'BU06130102';
'BU06130103';
'BU06130104';
'BU06130205';
'BU06130207';
'BU06130308';
'BU06130309';
'BU06130310';
'BU06130311';
'BU06130312';
'BU06130313';
'BU06130414';
'BU06130415';
'BU06130416';
'BU06130417';
'BU06130418';
'BU06130419';
'BU06130420';
'BU06130521';
'BU06130522';
'BU06130623';
'BU06130624';
'BU06130625';
'BU06130626';
'BU06130706';
'BU06140000';
'BU06140001';
'BU06140002';
'BU06140003';
'BU06140004';
'BU06140005';
'BU06140009';
'BU06140100';
'BU06140101';
'BU06140102';
'BU06140103';
'BU06140104';
'BU06140105';
'BU06140106';
'BU06140108';
'BU06140109';
'BU06220101';
'BU06220102';
'BU06220103';
'BU06220104';
'BU06220201';
'BU06220202';
'BU06220203';
'BU06220204';
'BU06220205';
'BU06220301';
'BU06220302';
'BU06220303';
'BU06220304';
'BU06220305';
'BU06220306';
'BU06220307';
'BU06220401';
'BU06220402';
'BU06220403';
'BU06220404';
'BU06220501';
'BU06220502';
'BU06220503';
'BU06220504';
'BU06220505';
'BU06220601';
'BU06220602';
'BU06220603';
'BU06220604';
'BU06220605';
'BU06220606';
'BU06220701';
'BU06220702';
'BU06220703';
'BU06220704';
'BU06220705';
'BU06220706';
'BU06220707';
'BU06220708';
'BU06220801';
'BU06260001';
'BU06260002';
'BU06260004';
'BU06260006';
'BU06260007';
'BU06260008';
'BU06260009';
'BU06260010';
'BU06260011';
'BU06260012';
'BU06260013';
'BU06260014';
'BU06270101';
'BU06270102';
'BU06270103';
'BU06270104';
'BU06270105';
'BU06270106';
'BU06270202';
'BU06270203';
'BU06270204';
'BU06270205';
'BU06270301';
'BU06270302';
'BU06270303';
'BU06270304';
'BU06270401';
'BU06270402';
'BU06270403';
'BU06270404';
'BU06270405';
'BU06270406';
'BU06270407';
'BU06270408';
'BU06290000';
'BU06290001';
'BU06290002';
'BU06290003';
'BU06290004';
'BU06290005';
'BU06290006';
'BU06290007';
'BU06290008';
'BU06290009';
'BU06290100';
'BU06290101';
'BU06290102';
'BU06290103';
'BU06290104';
'BU06290105';
'BU06290106';
'BU06290107';
'BU06290108';
'BU06290109';
'BU06290110';
'BU06320101';
'BU06320102';
'BU06320103';
'BU06320104';
'BU06320105';
'BU06320106';
'BU06320201';
'BU06320202';
'BU06320203';
'BU06320204';
'BU06320301';
'BU06320302';
'BU06320303';
'BU06320304';
'BU06320305';
'BU06320401';
'BU06320402';
'BU06320501';
'BU06320502';
'BU06320503';
'BU06320601';
'BU06320602';
'BU06320603';
'BU06320604';
'BU06320605';
'BU06320606';
'BU06320701';
'BU06320702';
'BU06320703';
'BU06320801';
'BU06320802';
'BU06370001';
'BU06370002';
'BU06370003';
'BU06370004';
'BU06370100';
'BU06370101';
'BU06370200';
'BU06370201';
'BU06370300';
'BU06370301';
'BU06370400';
'BU06370401';
'BU06370500';
'BU06370501';
'BU06370600';
'BU06370601';
'BU06370800';
'BU06370801';
'BU06370802';
'BU06370803';
'BU06370902';
'BU06370903';
'BU06370904';
'BU06370905';
'BU06370906';
'BU06370907';
'BU06380001';
'BU06380002';
'BU06380003';
'BU06380004';
'BU06380005';
'BU06380006';
'BU06380007';
'BU06380101';
'BU06380202';
'BU06380303';
'BU06380404';
'BU06380909';
'BU06381004';
'BU06381005';
'BU06381006';
'BU06381007';
'BU06381010';
'BU06381011';
'BU06381012';
'BU06381013';
'BU06420101';
'BU06420102';
'BU06420103';
'BU06420104';
'BU06420105';
'BU06420106';
'BU06420107';
'BU06420108';
'BU06420109';
'BU06420110';
'BU06420111';
'BU06420112';
'BU06420113';
'BU06420114';
'BU06420115';
'BU06420201';
'BU06420202';
'BU06420203';
'BU06420204';
'BU06420205';
'BU06420206';
'BU06420207';
'BU06420208';
'BU06420209';
'BU06420301';
'BU06420302';
'BU06420303';
'BU06420304';
'BU06420305';
'BU06420306';
'BU06420307';
'BU06420308';
'BU06420309';
'BU06420310';
'BU06420311';
'BU06420312';
'BU06420313';
'BU06420401';
'BU06420402';
'BU06420403';
'BU06420404';
'BU06420405';
'BU06420406';
'BU06420407';
'BU06420408';
'BU06420409';
'BU06420410';
'BU06420501';
'BU06420502';
'BU06420503';
'BU06420504';
'BU06420505';
'BU06420506';
'BU06420507';
'BU06420508';
'BU06420509';
'BU06420510';
'BU06420511';
'BU06420512';
'BU06420513';
'BU06420514';
'BU06420515';
'BU06420601';
'BU06420602';
'BU06420603';
'BU06420604';
'BU06420605';
'BU06420606';
'BU06420607';
'BU06420608';
'BU06420609';
'BU06420610';
'BU06420701';
'BU06420702';
'BU06420703';
'BU06420704';
'BU06420705';
'BU06420706';
'BU06420707';
'BU06420708';
'BU06420801';
'BU06420802';
'BU06420803';
'BU06420804';
'BU06420805';
'BU06420901';
'BU06420902';
'BU06420903';
'BU06420904';
'BU06420905';
'BU06420906';
'BU06420907';
'BU06540101';
'BU06540102';
'BU06540201';
'BU06540202';
'BU06540301';
'BU06540302';
'BU06540401';
'BU06540402';
'BU06540501';
'BU06540502';
'BU06540601';
'BU06540602';
'BU06540701';
'BU06540702';
'BU06540801';
'BU06540802';
'BU06540901';
'BU06540902';
'BU06540903';
'BU06541001';
'BU06541002';
'BU06541101';
'BU06541102';
'BU06541201';
'BU06541202';
'BU06541301';
'BU06541302';
'BU06541401';
'BU06541402';
'BU06541501';
'BU06541502';
'BU06640101';
'BU06640102';
'BU06640103';
'BU06640104';
'BU06640105';
'BU06640106';
'BU06640107';
'BU06640108';
'BU06640109';
'BU06640110';
'BU06640111';
'BU06640220';
'BU06640229';
'BU06640330';
'BU06640331';
'BU06640338';
'BU06640339';
'BU06640440';
'BU06640449';
'BU06640550';
'BU06640551';
'BU06640559';
'BU06640660';
'BU06640770';
'BU06640778';
'BU06640779';
'BU06640880';
'BU06640889';
'BU06640990';
'BU06680100';
'BU06680101';
'BU06680200';
'BU06680201';
'BU06680300';
'BU06680301';
'BU06680400';
'BU06680401';
'BU06680500';
'BU06680501';
'BU06680600';
'BU06680601';
'BU06680700';
'BU06680701';
'BU06680800';
'BU06680801';
'BU06770101';
'BU06770102';
'BU06770103';
'BU06770104';
'BU06770105';
'BU06770106';
'BU06770107';
'BU06770108';
'BU06770109';
'BU06770110';
'BU06770111';
'BU06770201';
'BU06770202';
'BU06770203';
'BU06770204';
'BU06770301';
'BU06770302';
'BU06770303';
'BU06770401';
'BU06770402';
'BU06770403';
'BU06770501';
'BU06770502';
'BU06770601';
'BU06770602';
'BU06770701';
'BU06770702';
'BU06770801';
'BU06770802';
'BU06770803';
'BU06770804';
'BU06770805';
'BU06770901';
'BU06770902';
'BU06771001';
'BU06771002';
'BU06771101';
'BU06771102';
'BU06771103';
'BU06771201';
'BU06771202';
'BU06771301';
'BU06771302';
'BU06771401';
'BU06771402';
'BU06771501';
'BU06771502';
'BU06771503';
'BU06780000';
'BU06780009';
'BU06780100';
'BU06780109';
'BU06780200';
'BU06780209';
'BU06870000';
'BU06870100';
'BU06870101';
'BU06870102';
'BU06870103';
'BU06870104';
'BU06870105';
'BU06870106';
'BU06870107';
'BU06870108';
'BU06870109';
'BU06870200';
'BU06870209';
'BU06870300';
'BU06870301';
'BU06870302';
'BU06870309';
'BU06870400';
'BU06870409';
'BU06870500';
'BU06870501';
'BU06870502';
'BU06870503';
'BU06870509';
'BU07030000';
'BU07030001';
'BU07030002';
'BU07030006';
'BU07030009';
'BU07030100';
'BU07030101';
'BU07030102';
'BU07030106';
'BU07030109';
'BU07030200';
'BU07030201';
'BU07030202';
'BU07030206';
'BU07030209';
'BU07030300';
'BU07030309';
'BU07030400';
'BU07030401';
'BU07030402';
'BU07030403';
'BU07030406';
'BU07030409';
'BU07030500';
'BU07030501';
'BU07030509';
'BU07030600';
'BU07030609';
'BU07150101';
'BU07150401';
'BU07150402';
'BU07150403';
'BU07150404';
'BU07150701';
'BU07150702';
'BU07150703';
'BU07150704';
'BU07150705';
'BU07151001';
'BU07151002';
'BU07151003';
'BU07151004';
'BU07151005';
'BU07151301';
'BU07151600';
'BU07151900';
'BU07152200';
'BU07152500';
'BU07152800';
'BU07153100';
'BU07153400';
'BU07153700';
'BU07154000';
'BU07154300';
'BU07154600';
'BU07154900';
'BU07155200';
'BU07155500';
'BU07155800';
'BU07156100';
'BU07156400';
'BU07156700';
'BU07157000';
'BU07157300';
'BU07157600';
'BU07157900';
'BU07158200';
'BU07158500';
'BU07158800';
'BU07160000';
'BU07160009';
'BU07160100';
'BU07160109';
'BU07160200';
'BU07160209';
'BU07160300';
'BU07160309';
'BU07160400';
'BU07160409';
'BU07160500';
'BU07160509';
'BU07160600';
'BU07160609';
'BU07160700';
'BU07160709';
'BU07160710';
'BU07170000';
'BU07170001';
'BU07170002';
'BU07170009';
'BU07170100';
'BU07170109';
'BU07170200';
'BU07170201';
'BU07170209';
'BU07170300';
'BU07170309';
'BU07170400';
'BU07170409';
'BU07170500';
'BU07170501';
'BU07170502';
'BU07170508';
'BU07170509';
'BU07170600';
'BU07170609';
'BU07170700';
'BU07170709';
'BU07170800';
'BU07170809';
'BU07170900';
'BU07170901';
'BU07170908';
'BU07170909';
'BU07171000';
'BU07171001';
'BU07171008';
'BU07171009';
'BU07171100';
'BU07171101';
'BU07171109';
'BU07171200';
'BU07171201';
'BU07171209';
'BU07180100';
'BU07180101';
'BU07180102';
'BU07180103';
'BU07180200';
'BU07180201';
'BU07180202';
'BU07180203';
'BU07180204';
'BU07180205';
'BU07180206';
'BU07180207';
'BU07180208';
'BU07180209';
'BU07180300';
'BU07180301';
'BU07180302';
'BU07180303';
'BU07180400';
'BU07180401';
'BU07180402';
'BU07180403';
'BU07180405';
'BU07180406';
'BU07180407';
'BU07180408';
'BU07180500';
'BU07180501';
'BU07180502';
'BU07180503';
'BU07180504';
'BU07180505';
'BU07180506';
'BU07180507';
'BU07180600';
'BU07180601';
'BU07180602';
'BU07180603';
'BU07180700';
'BU07180701';
'BU07180702';
'BU07180800';
'BU07360101';
'BU07360102';
'BU07360103';
'BU07360104';
'BU07360105';
'BU07360106';
'BU07360107';
'BU07360108';
'BU07360201';
'BU07360202';
'BU07360301';
'BU07360401';
'BU07360402';
'BU07360403';
'BU07360404';
'BU07360501';
'BU07360502';
'BU07360601';
'BU07360602';
'BU07360603';
'BU07360701';
'BU07360702';
'BU07360703';
'BU07360801';
'BU07360802';
'BU07370000';
'BU07370009';
'BU07370100';
'BU07370101';
'BU07370102';
'BU07370108';
'BU07370109';
'BU07370200';
'BU07370201';
'BU07370208';
'BU07370209';
'BU07370300';
'BU07370309';
'BU07370400';
'BU07370401';
'BU07370408';
'BU07370409';
'BU07370500';
'BU07370501';
'BU07370508';
'BU07370509';
'BU07370600';
'BU07370609';
'BU07370700';
'BU07370701';
'BU07370708';
'BU07370709';
'BU07370800';
'BU07370809';
'BU07370900';
'BU07370909';
'BU07430000';
'BU07430001';
'BU07430002';
'BU07430008';
'BU07430009';
'BU07430100';
'BU07430109';
'BU07430200';
'BU07430209';
'BU07430809';
'BU07430909';
'BU07440000';
'BU07440001';
'BU07440002';
'BU07440009';
'BU07440100';
'BU07440109';
'BU07440209';
'BU07480000';
'BU07480001';
'BU07480002';
'BU07480003';
'BU07480004';
'BU07480005';
'BU07480006';
'BU07480100';
'BU07480101';
'BU07480102';
'BU07480103';
'BU07480200';
'BU07480201';
'BU07480202';
'BU07480203';
'BU07480204';
'BU07480205';
'BU07480206';
'BU07480208';
'BU07480209';
'BU07480300';
'BU07480301';
'BU07480302';
'BU07480306';
'BU07480308';
'BU07480309';
'BU07480400';
'BU07480401';
'BU07480402';
'BU07480403';
'BU07480404';
'BU07480405';
'BU07480408';
'BU07480409';
'BU07480500';
'BU07480507';
'BU07480508';
'BU07480509';
'BU07530001';
'BU07530002';
'BU07530003';
'BU07530004';
'BU07530005';
'BU07530006';
'BU07530007';
'BU07530008';
'BU07530009';
'BU07530010';
'BU07530011';
'BU07530012';
'BU07530013';
'BU07530014';
'BU07530015';
'BU07530016';
'BU07530017';
'BU07550000';
'BU07550005';
'BU07550006';
'BU07550007';
'BU07550008';
'BU07550009';
'BU07550100';
'BU07550109';
'BU07560000';
'BU07560001';
'BU07560002';
'BU07560003';
'BU07560004';
'BU07560005';
'BU07560006';
'BU07560007';
'BU07560008';
'BU07560009';
'BU07560100';
'BU07560109';
'BU07560200';
'BU07560209';
'BU07560300';
'BU07560309';
'BU07560400';
'BU07560409';
'BU07560500';
'BU07560509';
'BU07560600';
'BU07560601';
'BU07560609';
'BU07560700';
'BU07560707';
'BU07560708';
'BU07560709';
'BU07560800';
'BU07560809';
'BU07560900';
'BU07560909';
'BU07570000';
'BU07570001';
'BU07570002';
'BU07570003';
'BU07570004';
'BU07570005';
'BU07570006';
'BU07570007';
'BU07570008';
'BU07570009';
'BU07570100';
'BU07570109';
'BU07570200';
'BU07570206';
'BU07570207';
'BU07570208';
'BU07570209';
'BU07580001';
'BU07580002';
'BU07580003';
'BU07580004';
'BU07580005';
'BU07580006';
'BU07580100';
'BU07580101';
'BU07580102';
'BU07580103';
'BU07580104';
'BU07580105';
'BU07580106';
'BU07580107';
'BU07580200';
'BU07580201';
'BU07580202';
'BU07580203';
'BU07580204';
'BU07580205';
'BU07580300';
'BU07580301';
'BU07580302';
'BU07580303';
'BU07580309';
'BU07580400';
'BU07580401';
'BU07580500';
'BU07580501';
'BU07580502';
'BU07580503';
'BU07580504';
'BU07580505';
'BU07580506';
'BU07580507';
'BU07580508';
'BU07580509';
'BU07580600';
'BU07580601';
'BU07580602';
'BU07580603';
'BU07580604';
'BU07580605';
'BU07580606';
'BU07580607';
'BU07580609';
'BU07580700';
'BU07580701';
'BU07580709';
'BU07580800';
'BU07580809';
'BU07580900';
'BU07580909';
'BU07581000';
'BU07581008';
'BU07581009';
'BU07620000';
'BU07620001';
'BU07620002';
'BU07620003';
'BU07620004';
'BU07620005';
'BU07620006';
'BU07620007';
'BU07620009';
'BU07620100';
'BU07620109';
'BU07620200';
'BU07620209';
'BU07620300';
'BU07620309';
'BU07620400';
'BU07620409';
'BU07650000';
'BU07650009';
'BU07650100';
'BU07650101';
'BU07650109';
'BU07660101';
'BU07660102';
'BU07660103';
'BU07660104';
'BU07660105';
'BU07660106';
'BU07660107';
'BU07660108';
'BU07660109';
'BU07660110';
'BU07660111';
'BU07660112';
'BU07660113';
'BU07660114';
'BU07660115';
'BU07660216';
'BU07660217';
'BU07700000';
'BU07700001';
'BU07700002';
'BU07700003';
'BU07700004';
'BU07700005';
'BU07700006';
'BU07700007';
'BU07700008';
'BU07700009';
'BU07700010';
'BU07700100';
'BU07700101';
'BU07700102';
'BU07700109';
'BU07700200';
'BU07700209';
'BU07700300';
'BU07700309';
'BU07700400';
'BU07700409';
'BU07700500';
'BU07700501';
'BU07700509';
'BU07721110';
'BU07721120';
'BU07721130';
'BU07721140';
'BU07721150';
'BU07722110';
'BU07722120';
'BU07722130';
'BU07722140';
'BU07722150';
'BU07722160';
'BU07722170';
'BU07722180';
'BU07722210';
'BU07722220';
'BU07722230';
'BU07722240';
'BU07722250';
'BU07722260';
'BU07722300';
'BU07722310';
'BU07722320';
'BU07722330';
'BU07722340';
'BU07722350';
'BU07722360';
'BU07722370';
'BU07722380';
'BU07722390';
'BU07722399';
'BU07723110';
'BU07723120';
'BU07723210';
'BU07723220';
'BU07723280';
'BU07723330';
'BU07723340';
'BU07723350';
'BU07723360';
'BU07723370';
'BU07724100';
'BU07724110';
'BU07724120';
'BU07724130';
'BU07724140';
'BU07724210';
'BU07724220';
'BU07724230';
'BU07724240';
'BU07724250';
'BU07724260';
'BU07724310';
'BU07724320';
'BU07724330';
'BU07724340';
'BU07724350';
'BU07724360';
'BU07725110';
'BU07725120';
'BU07725130';
'BU07725140';
'BU07725150';
'BU07725160';
'BU07725200';
'BU07725210';
'BU07725220';
'BU07725230';
'BU07725240';
'BU07725310';
'BU07725320';
'BU07725330';
'BU07725340';
'BU07725350';
'BU07725410';
'BU07725420';
'BU07725430';
'BU07725440';
'BU07725450';
'BU07725460';
'BU07726110';
'BU07726120';
'BU07726130';
'BU07726140';
'BU07726150';
'BU07726160';
'BU07726210';
'BU07726220';
'BU07726230';
'BU07726240';
'BU07726250';
'BU07726260';
'BU07726270';
'BU07726280';
'BU07726310';
'BU07726320';
'BU07726330';
'BU07726340';
'BU07726350';
'BU07726360';
'BU07726370';
'BU07726380';
'BU07726390';
'BU07726399';
'BU07727110';
'BU07727120';
'BU07727130';
'BU07727210';
'BU07727220';
'BU07727230';
'BU07727240';
'BU07727250';
'BU07727260';
'BU07727270';
'BU07727310';
'BU07727320';
'BU07727330';
'BU07770000';
'BU07770001';
'BU07770002';
'BU07770003';
'BU07770004';
'BU07770005';
'BU07770100';
'BU07770200';
'BU07771000';
'BU07771001';
'BU07771002';
'BU07771003';
'BU07771004';
'BU07771005';
'BU07771006';
'BU07771007';
'BU07771008';
'BU07771009';
'BU07771010';
'BU07771011';
'BU07771012';
'BU07771013';
'BU07771014';
'BU07771015';
'BU07771100';
'BU07771200';
'BU07771201';
'BU07771202';
'BU07771203';
'BU07772000';
'BU07772001';
'BU07772002';
'BU07772003';
'BU07772004';
'BU07772005';
'BU07772006';
'BU07772007';
'BU07772008';
'BU07772009';
'BU07772010';
'BU07772100';
'BU07772200';
'BU07772300';
'BU07772301';
'BU07772302';
'BU07772303';
'BU07790000';
'BU07790001';
'BU07790002';
'BU07790009';
'BU07790100';
'BU07790109';
'BU07790200';
'BU07790201';
'BU07790202';
'BU07790203';
'BU07790209';
'BU07840000';
'BU07840007';
'BU07840009';
'BU07840100';
'BU07840107';
'BU07840109';
'BU07840200';
'BU07840209';
'BU07840300';
'BU07840309';
'BU07850101';
'BU07850202';
'BU07850303';
'BU07850304';
'BU07850405';
'BU07850406';
'BU07850507';
'BU07850608';
'BU07850709';
'BU07850710';
'BU07850811';
'BU07850812';
'BU07850813';
'BU07850914';
'BU07850915';
'BU07850916';
'BU07850917';
'BU07850918';
'BU07851019';
'BU07851120';
'BU07851121';
'BU07851122';
'BU07851223';
'BU07851324';
'BU07851325';
'BU07851426';
'BU07852027';
'BU07852028';
'BU07852129';
'BU07852230';
'BU07852331';
'BU07860539';
'BU07860540';
'BU07860543';
'BU07860736';
'BU07860744';
'BU07860750';
'BU07860751';
'BU07860752';
'BU07860842';
'BU07860848';
'BU07861337';
'BU07861338';
'BU07861341';
'BU07861345';
'BU07861346';
'BU07861347';
'BU07861349';
'BU07880100';
'BU07880101';
'BU07880108';
'BU07880109';
'BU07880110';
'BU07880200';
'BU07880201';
'BU07880207';
'BU07880208';
'BU07880209';
'BU07880300';
'BU07880309';
'BU07880400';
'BU07880401';
'BU07880409';
'BU07941000';
'BU07941002';
'BU07941003';
'BU07941004';
'BU07941005';
'BU07941006';
'BU07941007';
'BU07941100';
'BU07941101';
'BU07941102';
'BU07941200';
'BU07941201';
'BU07941202';
'BU07941300';
'BU07941301';
'BU07941302';
'BU07941303';
'BU07941309';
'BU07941400';
'BU07941401';
'BU07941402';
'BU07941404';
'BU07941409';
'BU07941500';
'BU07941501';
'BU07941600';
'BU07941601';
'BU07941609';
'BU07941700';
'BU07941701';
'BU07941709';
'BU07941801';
'BU07941802';
'BU07941809';
'BU07941900';
'BU07941909';
'BU07942100';
'BU07942101';
'BU07942102';
'BU07942103';
'BU07942104';
'BU07942105';
'BU07942901';
'BU07942902';
'BU07960101';
'BU07960102';
'BU07960103';
'BU07960104';
'BU07960105';
'BU07960106';
'BU07960201';
'BU07960202';
'BU07960203';
'BU07960204';
'BU07960205';
'BU07960206';
'BU07960207';
'BU07960208';
'BU07960209';
'BU07960210';
'BU07960211';
'BU07960212';
'BU07960301';
'BU07960302';
'BU07960303';
'BU07960304';
'BU07960305';
'BU07960306';
'BU07960401';
'BU07960402';
'BU07960403';
'BU07960501';
'BU07960502';
'BU07960503';
'BU07960504';
'BU07960505';
'BU07960506';
'BU07960507';
'BU07960601';
'BU07960602';
'BU07960603';
'BU07960604';
'BU07960605';
'BU07960606';
'BU07960607';
'BU07960608';
'BU07960609';
'BU07960701';
'BU07960702';
'BU07960703';
'BU07960704';
'BU07960705';
'BU07960706';
'BU07960707';
'BU07960798';
'BU07960799';
'BU07960801';
'BU07960802';
'BU07960803';
'BU07960804';
'BU07960901';
'BU07960902';
'BU07960903';
'BU07960904';
'BU07960905';
'BU07960906';
'BU07960907';
'BU07960908';
'BU07960909';
'BU07960910';
'BU07960911';
'BU07960912';
'BU07960913';
'BU07960914';
'BU07960915';
'BU07961001';
'BU07961002';
'BU07961003';
'BU07961004';
'BU07961005';
'BU07961006';
'BU07961007';
'BU07961008';
'BU07961009';
'BU07961010';
'BU07961011';
'BU07961101';
'BU07961102';
'BU07961103';
'BU07961104';
'BU07961105';
'BU07961106';
'BU07961107';
'BU07961108';
'BU07961109';
'BU07961110';
'BU07961111';
'BU07961201';
'BU07961202';
'BU07961203';
'BU07961204';
'BU07961205';
'BU07961206';
'BU07961301';
'BU07961302';
'BU07961303';
'BU07961304';
'BU07961399';
'BU07961401';
'BU07961402';
'BU07961499';
'BU07970101';
'BU07970102';
'BU07970103';
'BU07970104';
'BU07970105';
'BU07970200';
'BU07970300';
'BU07970400';
'BU07970501';
'BU07970502';
'BU07970503';
'BU07970600';
'BU07970700';
'BU07970800';
'BU07970900';
'BU07971000';
'BU07971100';
'BU07980000';
'BU07980009';
'BU07980100';
'BU07980109';
'BU07980200';
'BU07980209';
'BU07980300';
'BU07980301';
'BU07980309';
'BU07980400';
'BU07980409';
'BU08091001';
'BU08091005';
'BU08091006';
'BU08091010';
'BU08091011';
'BU08091015';
'BU08091020';
'BU08091021';
'BU08091025';
'BU08091030';
'BU08091031';
'BU08091035';
'BU08091040';
'BU08091041';
'BU08092045';
'BU08092048';
'BU08092049';
'BU08092052';
'BU08092055';
'BU08092058';
'BU08092061';
'BU08092063';
'BU08092066';
'BU08093070';
'BU08093071';
'BU08093080';
'BU08093081';
'BU08093085';
'BU08093090';
'BU08093091';
'BU08093092';
'BU08094095';
'BU08150921';
'BU08150922';
'BU08150923';
'BU08150924';
'BU08150925';
'BU08150926';
'BU08150927';
'BU08150928';
'BU08150929';
'BU08151032';
'BU08151033';
'BU08151234';
'BU08151235';
'BU08151530';
'BU08151531';
'BU08200000';
'BU08200001';
'BU08200002';
'BU08200003';
'BU08200008';
'BU08200009';
'BU08200100';
'BU08200109';
'BU08200200';
'BU08200209';
'BU08230000';
'BU08230001';
'BU08230002';
'BU08230003';
'BU08230004';
'BU08230005';
'BU08230008';
'BU08230009';
'BU08230100';
'BU08230109';
'BU08230200';
'BU08230208';
'BU08230209';
'BU08230300';
'BU08230309';
'BU08240101';
'BU08240201';
'BU08240202';
'BU08240301';
'BU08240401';
'BU08240402';
'BU08240501';
'BU08240601';
'BU08240701';
'BU08240801';
'BU08240802';
'BU08240803';
'BU08240901';
'BU08240902';
'BU08240903';
'BU08240904';
'BU08241001';
'BU08241102';
'BU08241103';
'BU08241104';
'BU08241201';
'BU08241301';
'BU08241302';
'BU08241402';
'BU08241501';
'BU08260000';
'BU08260100';
'BU08260101';
'BU08260102';
'BU08260200';
'BU08260201';
'BU08260300';
'BU08260301';
'BU08260400';
'BU08260401';
'BU08260500';
'BU08260501';
'BU08260502';
'BU08260503';
'BU08260504';
'BU08260505';
'BU08260600';
'BU08260601';
'BU08260602';
'BU08260603';
'BU08260604';
'BU08260605';
'BU08260606';
'BU08260607';
'BU08260700';
'BU08260701';
'BU08260702';
'BU08260703';
'BU08260800';
'BU08260801';
'BU08260900';
'BU08260901';
'BU08260902';
'BU08261000';
'BU08261001';
'BU08261100';
'BU08261109';
'BU08261200';
'BU08261208';
'BU08261209';
'BU08261300';
'BU08261307';
'BU08261308';
'BU08261309';
'BU08280000';
'BU08280001';
'BU08280002';
'BU08280100';
'BU08280101';
'BU08280102';
'BU08280103';
'BU08280104';
'BU08280105';
'BU08280106';
'BU08280200';
'BU08280201';
'BU08280202';
'BU08280300';
'BU08280301';
'BU08280302';
'BU08280303';
'BU08280304';
'BU08280305';
'BU08280306';
'BU08280307';
'BU08280400';
'BU08280401';
'BU08280402';
'BU08280403';
'BU08280404';
'BU08280500';
'BU08280501';
'BU08280502';
'BU08280503';
'BU08280600';
'BU08280601';
'BU08280602';
'BU08280603';
'BU08280604';
'BU08280605';
'BU08280606';
'BU08280607';
'BU08280608';
'BU08280609';
'BU08280700';
'BU08280701';
'BU08280702';
'BU08280703';
'BU08280704';
'BU08280705';
'BU08280706';
'BU08280707';
'BU08280708';
'BU08280709';
'BU08280806';
'BU08280807';
'BU08280808';
'BU08280809';
'BU08280905';
'BU08280906';
'BU08280907';
'BU08280908';
'BU08280909';
'BU08281000';
'BU08281001';
'BU08281007';
'BU08281008';
'BU08281009';
'BU08281100';
'BU08281108';
'BU08281109';
'BU08281200';
'BU08281208';
'BU08281209';
'BU08281300';
'BU08281308';
'BU08281309';
'BU08281400';
'BU08281401';
'BU08281402';
'BU08281403';
'BU08281409';
'BU08281500';
'BU08281508';
'BU08281509';
'BU08281600';
'BU08281601';
'BU08281609';
'BU08281700';
'BU08281701';
'BU08281702';
'BU08281703';
'BU08281709';
'BU08281800';
'BU08281809';
'BU08281900';
'BU08281901';
'BU08281908';
'BU08281909';
'BU08282000';
'BU08282009';
'BU08282100';
'BU08282101';
'BU08282102';
'BU08282103';
'BU08282109';
'BU08282200';
'BU08282201';
'BU08282208';
'BU08282209';
'BU08400000';
'BU08400009';
'BU08400100';
'BU08400109';
'BU08400200';
'BU08400201';
'BU08400209';
'BU08400300';
'BU08400309';
'BU08400400';
'BU08400409';
'BU08450000';
'BU08450001';
'BU08450002';
'BU08450003';
'BU08450007';
'BU08450008';
'BU08450009';
'BU08450100';
'BU08450108';
'BU08450109';
'BU08450200';
'BU08450201';
'BU08450207';
'BU08450208';
'BU08450209';
'BU08450300';
'BU08450301';
'BU08450302';
'BU08450308';
'BU08450309';
'BU08450400';
'BU08450408';
'BU08450409';
'BU08470000';
'BU08470008';
'BU08470009';
'BU08470100';
'BU08470108';
'BU08470109';
'BU08470200';
'BU08470208';
'BU08470209';
'BU08470300';
'BU08470309';
'BU08470909';
'BU08480000';
'BU08480001';
'BU08480002';
'BU08480003';
'BU08480009';
'BU08480100';
'BU08480101';
'BU08480109';
'BU08510000';
'BU08510001';
'BU08510002';
'BU08510003';
'BU08510004';
'BU08510007';
'BU08510008';
'BU08510009';
'BU08510100';
'BU08510109';
'BU08510200';
'BU08510209';
'BU08510300';
'BU08510301';
'BU08510308';
'BU08510309';
'BU08510400';
'BU08510409';
'BU08520000';
'BU08520001';
'BU08520002';
'BU08520003';
'BU08520004';
'BU08520005';
'BU08520006';
'BU08520007';
'BU08520009';
'BU08520010';
'BU08520100';
'BU08520200';
'BU08520201';
'BU08520300';
'BU08520301';
'BU08520302';
'BU08520400';
'BU08520401';
'BU08520500';
'BU08551001';
'BU08551002';
'BU08551003';
